Type	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular
Past	burned	dived	dreamed	dwelled	kneeled	learned	lighted	slinked	spilled	spoiled	strived	waked	burnt	dove	dreamt	dwelt	knelt	learnt	lit	slunk	spilt	spoilt	strove	woke
1994	1.0877112410006312e-05	5.541854030915212e-07	3.3058963708754163e-06	2.1140531966271476e-07	1.449889899569306e-07	4.6625245366677905e-05	2.5748684687901654e-06	1.4471348944563748e-08	2.331632978374338e-06	1.784392355018229e-06	2.1206506265311224e-07	1.3903916494330459e-07	4.0960909635552004e-06	1.72253523292706e-06	7.031482027741731e-07	1.0198000219523756e-06	1.5758398116564161e-06	3.304453652422775e-06	7.995934278629388e-06	1.2745108587556127e-07	2.696122334912486e-07	3.4879679690545474e-07	1.075553931124367e-06	3.1392632016442283e-06
1995	1.10360445302961e-05	5.665159262337381e-07	3.3687536935238834e-06	2.1817063863441684e-07	1.5177387118520918e-07	4.761558531234706e-05	2.5843578116889276e-06	1.4469232542272233e-08	2.3249770687730883e-06	1.7966879763012652e-06	2.085810178544177e-07	1.4154197661550176e-07	4.17388335855711e-06	1.743942383265156e-06	7.265306375562172e-07	1.031602177395793e-06	1.6234399546582218e-06	3.3660498307394197e-06	8.088611139100976e-06	1.326292137702824e-07	2.7279453109128683e-07	3.5670893794303993e-07	1.107663397955808e-06	3.234813643108022e-06
1996	1.1256220204813872e-05	5.84561015719893e-07	3.4565780749419772e-06	2.2725282024436767e-07	1.6106556342622624e-07	4.863798364697557e-05	2.5907601671601048e-06	1.4723457373934577e-08	2.346237319475871e-06	1.8224390032628435e-06	2.066633827878052e-07	1.4415738291972957e-07	4.280802191455482e-06	1.7776695975563989e-06	7.510900396872395e-07	1.071476845027064e-06	1.6793439304560058e-06	3.450156165334712e-06	8.282860887577823e-06	1.393373959704799e-07	2.777196925762837e-07	3.61514647043545e-07	1.1460799019654847e-06	3.370899776200531e-06
1997	1.1605879600600539e-05	6.107515397551262e-07	3.597099034128145e-06	2.384957075004682e-07	1.8064928651386124e-07	4.994435741017307e-05	2.66397211947021e-06	1.742887815022901e-08	2.419023465855779e-06	1.8780133197131882e-06	2.0252355170669034e-07	1.4981541239324413e-07	4.421594439918408e-06	1.844109257425381e-06	7.855185474779449e-07	1.106140026812292e-06	1.80112374437158e-06	3.593192786865984e-06	8.733911922068468e-06	1.5043648358771732e-07	2.88687618064744e-07	3.699469256649276e-07	1.1771035782918e-06	3.6452486256166594e-06
1998	1.204789428551781e-05	6.39805380485216e-07	3.748262120747573e-06	2.521845386484399e-07	2.0074948687514344e-07	5.120626311898897e-05	2.716332476536211e-06	2.0048035105040592e-08	2.501777446793442e-06	1.9426045128057012e-06	1.9898737337241202e-07	1.5220226146084315e-07	4.578004271544549e-06	1.92234020752429e-06	8.241269305082304e-07	1.13580399231848e-06	1.9391863881017864e-06	3.7420971433935587e-06	9.165983491194701e-06	1.599252641426574e-07	2.986181917614366e-07	3.7967551033294254e-07	1.2100334093442404e-06	3.946337626205475e-06
1999	1.2394238053405258e-05	6.745565802443057e-07	3.8933863574389505e-06	2.660706611225448e-07	2.2266704848204556e-07	5.286121605812306e-05	2.7492003157801392e-06	2.2614845107682413e-08	2.5845307456100793e-06	2.0052145503411467e-06	1.971582232077448e-07	1.5306827500743176e-07	4.700198717598271e-06	2.004428324653418e-06	8.656095928927243e-07	1.1548925158422207e-06	2.0845799326707493e-06	3.908698285418463e-06	9.660096371330188e-06	1.6808868760368307e-07	3.078778466455593e-07	3.883329254352118e-07	1.2465094414437772e-06	4.293563311616058e-06
2000	1.2765153249867061e-05	7.129095495526729e-07	4.066586825501872e-06	2.796913004691045e-07	2.4582785280407346e-07	5.43932978221814e-05	2.755458353931317e-06	2.5879262415579822e-08	2.6698693805623667e-06	2.0734126857340537e-06	1.984430164319357e-07	1.5524206479052998e-07	4.834363348241563e-06	2.1126717066571084e-06	9.115797264972311e-07	1.2149047928947506e-06	2.2397934539445226e-06	4.067527307987413e-06	1.0143932351119084e-05	1.8023685502807245e-07	3.214586651470849e-07	3.969260709319704e-07	1.2717881483175525e-06	4.667849322816307e-06
2001	1.3242109941659561e-05	7.483413599272483e-07	4.267380778141419e-06	2.9816805684796624e-07	2.797931801166799e-07	5.584216913640765e-05	2.877877217802701e-06	2.9516296962128763e-08	2.7615363446134974e-06	2.1705617265459817e-06	2.0573983964108526e-07	1.7030070052572099e-07	5.098758200412183e-06	2.2264463106174456e-06	9.715121385462616e-07	1.3310923350218218e-06	2.4120728312482242e-06	4.29102741301384e-06	1.0690786699082569e-05	1.9764745218253665e-07	3.4144851416125934e-07	4.1596948920284505e-07	1.3379378742683912e-06	5.041563099439372e-06
2002	1.3616441460076853e-05	7.802740274850553e-07	4.4543000318039305e-06	3.12086663305828e-07	3.081470306856967e-07	5.718299299977454e-05	2.917663810616692e-06	3.410877447151961e-08	2.870482018936725e-06	2.254236635833097e-06	2.1809736949762737e-07	1.7908535353074383e-07	5.2893356691389016e-06	2.333373783715485e-06	1.0233504781353986e-06	1.3895670300761204e-06	2.599149622385864e-06	4.510763704144795e-06	1.132761190092424e-05	2.138094674007464e-07	3.5680035434130074e-07	4.3123042863563956e-07	1.3727219863670013e-06	5.459787384357437e-06
2003	1.403133943053295e-05	8.194364064755584e-07	4.6467727900432824e-06	3.280350873475462e-07	3.4207828239881823e-07	5.862505089940636e-05	3.046341687097863e-06	3.881727345904957e-08	2.965866769955028e-06	2.3521178848438595e-06	2.2929407147590348e-07	1.9793099121605856e-07	5.51467071220811e-06	2.458684223581388e-06	1.0775063563934445e-06	1.5057968312248704e-06	2.792928723595521e-06	4.722702864715497e-06	1.1875757341580798e-05	2.338502075157781e-07	3.792836358635603e-07	4.563922979221908e-07	1.4321288810086635e-06	5.862319280173064e-06
2004	1.4408282757878104e-05	8.614201679587755e-07	4.832151976838109e-06	3.40137225813513e-07	3.634274402689438e-07	5.9904544676620776e-05	3.1018859252591417e-06	4.207926197961699e-08	3.0629735192633234e-06	2.434977009865439e-06	2.444421726620151e-07	2.0786652653116887e-07	5.678232680241178e-06	2.550521295623704e-06	1.129322429603365e-06	1.5853473931721446e-06	2.965665609216168e-06	4.908141948232826e-06	1.2335598382508448e-05	2.5078363868098155e-07	3.9497347513263647e-07	4.812689350533869e-07	1.4850874906967095e-06	6.231072282909216e-06
2005	1.4870846566087234e-05	9.205978780560795e-07	5.079898398564962e-06	3.504898659554913e-07	3.944715071416535e-07	6.146929237209926e-05	3.3215301950154493e-06	4.5816520862932264e-08	3.1707772580245674e-06	2.5639340687381003e-06	2.5860211394501675e-07	2.3764084338446472e-07	5.961836450296687e-06	2.65240818667475e-06	1.1975690443120714e-06	1.7767205885580291e-06	3.2207344377509017e-06	5.127205180802516e-06	1.2943927816065428e-05	2.793395229413623e-07	4.273116920623059e-07	5.235366821969884e-07	1.5717807368024036e-06	6.672390619704467e-06
2006	1.5621944969877533e-05	1.0074102842086826e-06	5.431634950322664e-06	3.7062872187172094e-07	4.308031407163071e-07	6.351446946999724e-05	3.4953969329113273e-06	5.1957289010878023e-08	3.3579068648188174e-06	2.7202254386793356e-06	2.7405120915448477e-07	2.6529479920814734e-07	6.2326780607691035e-06	2.7931025345294202e-06	1.2641467200020479e-06	1.92810854774247e-06	3.559415452920283e-06	5.287223237766219e-06	1.378027016991317e-05	3.1764719413526367e-07	4.5876627804578416e-07	5.65378761458695e-07	1.6409401593721538e-06	7.314629978541884e-06
2007	1.648893053892867e-05	1.1157542140998494e-06	5.747004901682626e-06	3.8699365794465326e-07	4.7263894690071797e-07	6.563081478816457e-05	3.590691806363923e-06	5.784575053878273e-08	3.5872464455418855e-06	2.873884146278475e-06	2.897970594923598e-07	2.765363729752478e-07	6.581609600938723e-06	2.9405239274638006e-06	1.3365830195003322e-06	2.034451118301409e-06	3.9848450796853285e-06	5.444694514673236e-06	1.4779569937672932e-05	3.531067542488537e-07	4.913973157272267e-07	6.152506070325867e-07	1.68816282959077e-06	8.103666849430219e-06
2008	1.7464880979137627e-05	1.2609114118536776e-06	6.134882174332493e-06	4.0612134252374486e-07	5.143902797044575e-07	6.754014715884946e-05	3.561633970353536e-06	6.547205038438214e-08	3.94693695073199e-06	3.017325103168592e-06	3.0289148509967034e-07	2.7506246575675117e-07	6.775186583191888e-06	3.0955796838887702e-06	1.4160183029941566e-06	2.024906426153653e-06	4.508809914633665e-06	5.560610199089362e-06	1.6069240051105487e-05	3.916216866985321e-07	5.223903006676014e-07	6.577397227504531e-07	1.673973234314222e-06	9.14750554719441e-06
2009	1.8171197293018588e-05	1.3797776676126107e-06	6.41937081776892e-06	4.189134910705304e-07	5.534285004874359e-07	6.847476989995422e-05	3.592043185562943e-06	7.259647308696263e-08	4.209221775194497e-06	3.13995812056029e-06	3.099266215096057e-07	2.7531590416986417e-07	6.914375392495588e-06	3.2114405387671596e-06	1.4666915149064153e-06	2.0606644771500475e-06	4.927990208411107e-06	5.651529526013681e-06	1.70345047081355e-05	4.221343772314867e-07	5.475050345791845e-07	6.932613619678055e-07	1.6641288636622318e-06	9.993616004067007e-06
2010	1.8735983498377857e-05	1.4901993706319315e-06	6.676261364191305e-06	4.2810359803167687e-07	5.943857997538413e-07	6.931085018940004e-05	3.6142411577852078e-06	7.953283035330319e-08	4.442901139814889e-06	3.2430856273484617e-06	3.1806708631977797e-07	2.7691486487973247e-07	6.966100110210911e-06	3.3109812258252143e-06	1.5320299553422956e-06	2.033984515037446e-06	5.342344625855081e-06	5.80277635110958e-06	1.79800919275814e-05	4.518657915143974e-07	5.703857206234326e-07	7.301766312853683e-07	1.663016340509265e-06	1.0758630066577877e-05
2011	1.97192161327361e-05	1.6481907810625022e-06	7.059005383780459e-06	4.462645100440048e-07	6.582779893246229e-07	7.072698021407373e-05	3.6721939328085033e-06	9.065975804998874e-08	4.811552019288813e-06	3.4049222514503138e-06	3.298817757370541e-07	2.855622836607706e-07	7.138893059683531e-06	3.485085861549513e-06	1.6091919243470848e-06	2.0549815644699265e-06	5.919918294239324e-06	5.953872784760149e-06	1.9327649299936767e-05	4.974796346297288e-07	5.990408534931443e-07	7.677058257676046e-07	1.6756168861320475e-06	1.1839346370834392e-05
2012	2.051669019108106e-05	1.7501444062872906e-06	7.303412855565382e-06	4.617505818974418e-07	7.106849498736015e-07	7.156936148281343e-05	3.6129312580409793e-06	1.0056652298219757e-07	5.090629266695552e-06	3.4900701848528115e-06	3.457886391190966e-07	2.9261382345729156e-07	7.3101259009230745e-06	3.65078926733986e-06	1.6665157675431277e-06	2.040002479069309e-06	6.3075193403554815e-06	6.102495262894081e-06	2.0371606816687355e-05	5.336976788125217e-07	6.167137647545522e-07	7.95308356568317e-07	1.669120933911472e-06	1.2735436679836962e-05
2013	2.0727913319465836e-05	1.7905717543596568e-06	7.349437640056879e-06	4.6543477034382316e-07	7.462638222932583e-07	7.124973594077996e-05	3.5732128123657148e-06	1.0611369560820094e-07	5.211311223060225e-06	3.508358564171691e-06	3.6156223310561994e-07	2.912139080990528e-07	7.358890213384127e-06	3.712142708016992e-06	1.7051582809861948e-06	2.0216456602741218e-06	6.480161313707608e-06	6.236914032342611e-06	2.0835968565994074e-05	5.502529753747305e-07	6.258061944208748e-07	8.072944085922375e-07	1.6713697407664898e-06	1.3171935799099238e-05
2014	2.1344537994342056e-05	1.8251063888133752e-06	7.608060124247069e-06	4.7539562128154754e-07	8.033233111096447e-07	7.055484664825988e-05	3.9792396364646265e-06	1.129999692547504e-07	5.300696362350468e-06	3.6050455167112105e-06	3.661106729526052e-07	3.560063959184845e-07	8.212863901592624e-06	3.865697538328407e-06	1.7638552987721466e-06	2.417626173415296e-06	6.671274604741484e-06	6.416367406408037e-06	2.1365067368606105e-05	5.944898962947523e-07	6.423716903165249e-07	8.41922111963608e-07	1.77606831844709e-06	1.3590663651744503e-05
2015	2.127580981842974e-05	1.8128684879619478e-06	7.745479576572376e-06	4.6949935900946524e-07	8.590271737115732e-07	6.984710489632562e-05	4.656747218437626e-06	1.1512688554863157e-07	5.194312767084089e-06	3.667798409878742e-06	3.680400116731367e-07	4.757267869795864e-07	8.430797216923175e-06	3.995796630208913e-06	1.8082499601795071e-06	2.765525437098404e-06	6.6916976330893315e-06	6.672133427595586e-06	2.1349125225762172e-05	6.226830464584054e-07	6.616141458185407e-07	8.79243186448418e-07	1.9788580272818635e-06	1.3558103091781959e-05
2016	2.1462990064589705e-05	1.7983278926944228e-06	7.919235356114638e-06	4.690046223134102e-07	9.755982465061867e-07	7.031112285663507e-05	5.107402297913463e-06	1.1793038368068665e-07	5.147696940964254e-06	3.790781225429133e-06	3.777534313290484e-07	5.364577434972619e-07	8.67880031104765e-06	4.090362283802408e-06	1.8788147307142417e-06	2.981853997750607e-06	6.9277751728285305e-06	6.861162546556443e-06	2.1700479919672944e-05	6.442605565228275e-07	6.716230132042256e-07	9.101059958993574e-07	2.125337427319859e-06	1.3998709359189629e-05
2017	2.1923671738477424e-05	1.8121164847192024e-06	8.084678256636835e-06	4.7470736319610296e-07	1.0189407078087243e-06	7.065254734091771e-05	5.344706437426794e-06	1.213749823610518e-07	5.2150781660505645e-06	3.860379668670551e-06	3.855518571072025e-07	5.76605510597498e-07	8.99849639305709e-06	4.1966178135529235e-06	1.909022027272537e-06	3.1598932916191793e-06	7.059468619748562e-06	6.907068230551279e-06	2.204731693685365e-05	6.659616171115582e-07	6.801026491605929e-07	9.233279267088316e-07	2.1962210894344025e-06	1.4318725637470683e-05
2018	2.175145418732427e-05	1.7489424635641626e-06	8.054443151195301e-06	4.710991049705626e-07	1.0482081393092813e-06	7.004899089224637e-05	5.652371646647225e-06	1.1942507711637517e-07	5.049928495282074e-06	3.857881893054582e-06	3.8736068859179794e-07	6.311836330041843e-07	9.311071517004166e-06	4.2214355744363274e-06	1.9218125089537354e-06	3.3966136015806113e-06	6.9324967626016585e-06	6.9837751652812585e-06	2.174253750126809e-05	6.715455810990534e-07	6.840952664788346e-07	9.3907525524628e-07	2.285832465531712e-06	1.4160341743263416e-05
2019	2.1565871065831743e-05	1.7132495884197851e-06	8.115935429486854e-06	4.6584089119505734e-07	1.0932003107200217e-06	6.948578993615229e-05	6.071669020002446e-06	1.1740640282198456e-07	4.922210791846737e-06	3.897754709214496e-06	3.8271686975122066e-07	6.837763351086323e-07	9.63299794420891e-06	4.238901055941824e-06	1.936887713327451e-06	3.64457247314931e-06	6.901247957102896e-06	7.050990575407923e-06	2.1549688426603097e-05	6.761791837561759e-07	6.869229167705271e-07	9.501868021288828e-07	2.394744115008507e-06	1.4044312138139503e-05
